Epoch,bhp_data,bhp_sim
474,0.014106246,0.00730547
475,0.014060905,0.007372767
476,0.014319703,0.0073217
477,0.014149054,0.007321455
478,0.014211251,0.007345618
479,0.013774154,0.007350856
480,0.014128322,0.007341964
481,0.014142341,0.00734259
482,0.013941424,0.007325119
483,0.014229759,0.007349573
484,0.014074611,0.007290197
485,0.013851065,0.007338963
486,0.013942611,0.007350086
487,0.013999806,0.007320992
488,0.014118689,0.007327705
489,0.013852469,0.007319302
490,0.013997542,0.007295784
491,0.013873077,0.007359394
492,0.013922892,0.007288832
493,0.014031408,0.007316846
494,0.014026101,0.007316069
495,0.013983748,0.007293823
496,0.013940088,0.007316147
497,0.014117586,0.007257309
498,0.013874779,0.007300718
499,0.013962765,0.007226712
500,0.013871379,0.007302736
501,0.013974671,0.007288463
502,0.014084693,0.007307273
503,0.014140778,0.007293772
504,0.013992384,0.007270719
505,0.014057562,0.007328487
506,0.014074308,0.007272639
507,0.014000073,0.007237827
508,0.013955223,0.007247982
509,0.013963328,0.007292445
510,0.014129704,0.007315233
511,0.014072325,0.007256336
512,0.014027941,0.007276781
513,0.014163851,0.007251177
514,0.014049595,0.0072597
515,0.013671582,0.00729237
516,0.014285861,0.007254051
517,0.014093583,0.007240198
518,0.013924276,0.007223731
519,0.014114873,0.007265379
520,0.013990092,0.007180585
521,0.014028812,0.007259342
522,0.014075234,0.007228141
523,0.013988726,0.007169584
524,0.01406293,0.007202858
525,0.013998333,0.007193157
526,0.013960449,0.007169872
527,0.013945548,0.007141334
528,0.014030926,0.007212279
529,0.014011323,0.007151492
530,0.014151428,0.007208338
531,0.013891058,0.007101261
532,0.013975067,0.007163526
533,0.014101843,0.007125477
534,0.013882371,0.007178066
535,0.0141347,0.007111457
536,0.014015423,0.007101235
537,0.014020405,0.007100564
538,0.014162138,0.007158086
539,0.014243702,0.007126729
540,0.014308108,0.007134402
541,0.014274925,0.007115202
542,0.014366329,0.007098428
543,0.014331231,0.007087946
544,0.01445947,0.007111515
545,0.014592216,0.007106172
546,0.01464854,0.007085145
547,0.014410457,0.007056657
548,0.014844551,0.007048878
549,0.014772777,0.007026629
550,0.015039908,0.007027956
551,0.015126406,0.007072267
552,0.015076522,0.006963991
553,0.014941678,0.007094728
554,0.014998859,0.007041232
555,0.015320143,0.007024417
556,0.015155698,0.007069917
557,0.015147722,0.007008636
558,0.015378789,0.006976473
559,0.015384691,0.007093709
560,0.015437748,0.007056252
561,0.015454355,0.006998437
562,0.015547378,0.007034042
563,0.015386826,0.00700288
564,0.015550458,0.007017185
565,0.015463606,0.006981557
566,0.015523544,0.007014422
567,0.015986972,0.006962006
568,0.01576411,0.007006723
569,0.015816044,0.00698373
570,0.015763076,0.00696162
571,0.015957491,0.006951809
572,0.015866304,0.006937116
573,0.015857058,0.006916898
574,0.016008658,0.006916195
575,0.015760709,0.006907686
576,0.016088475,0.006888073
577,0.016230514,0.006920521
578,0.016314503,0.006968222
579,0.016175963,0.00690226
580,0.016147707,0.006867121
581,0.016452411,0.006951396
582,0.016615948,0.006849347
583,0.01635932,0.006886295
584,0.016340856,0.006878517
585,0.016481154,0.006753969
586,0.01631054,0.006835092
587,0.016265614,0.006842626
588,0.016402174,0.006843619
589,0.016573947,0.006806318
590,0.016640566,0.00677712
591,0.016357968,0.006815646
592,0.016555006,0.006798346
593,0.016407622,0.006799973
594,0.016344912,0.006752127
595,0.016684813,0.006818516
596,0.016484547,0.006778043
597,0.016583106,0.006750161
598,0.016998002,0.006763432
599,0.016736262,0.006758517
600,0.016806833,0.006714562
601,0.01689147,0.006777117
602,0.017083744,0.006730265
603,0.01671032,0.006670695
604,0.017014585,0.006721486
605,0.016883954,0.006692828
606,0.016841745,0.006715666
607,0.016742399,0.006679499
608,0.016782852,0.006703382
609,0.01712829,0.006733817
610,0.016714068,0.006607836
611,0.016647544,0.006689708
612,0.017260537,0.006672037
613,0.016990596,0.006679979
614,0.017171849,0.006633188
615,0.017097529,0.006619772
616,0.017236473,0.006634549
617,0.017182564,0.006625888
618,0.01716265,0.006606483
619,0.017365752,0.006687173
620,0.01692807,0.006589749
621,0.017122246,0.006609671
622,0.017091723,0.006584343
623,0.017234687,0.006638339
624,0.017307086,0.006546296
625,0.017550737,0.006633062
626,0.017114738,0.006635692
627,0.017438414,0.006629931
628,0.017374665,0.006605103
629,0.017168518,0.00665073
630,0.01730677,0.006622988
631,0.016928779,0.006548764
632,0.017160848,0.006625696
633,0.01705042,0.006580405
634,0.017483918,0.006649577
635,0.017272195,0.006605993
636,0.01742261,0.006605675
637,0.017165184,0.006550103
638,0.017357446,0.006594359
639,0.016919464,0.006597621
640,0.017272364,0.006542321
641,0.01707042,0.0065803
642,0.017032688,0.006583263
643,0.017072726,0.006559229
644,0.017039873,0.006533439
645,0.01674068,0.006571584
646,0.017006239,0.006550637
647,0.016867913,0.006528626
648,0.016957615,0.006542786
649,0.017051116,0.006593139
650,0.016830903,0.006536914
651,0.016961303,0.006570585
652,0.016708944,0.006528152
653,0.016653087,0.006515984
654,0.016577825,0.006532399
655,0.01672425,0.006460319
656,0.01666948,0.006549491
657,0.016585961,0.006532294
658,0.016629873,0.006525726
659,0.01680981,0.006527486
660,0.016704734,0.006493021
661,0.016553842,0.006516688
662,0.016444623,0.006507035
663,0.017003452,0.006524997
664,0.01655442,0.006459958
665,0.016457401,0.006541692
666,0.01653742,0.006495946
667,0.016440697,0.006455484
668,0.016472682,0.006505711
669,0.016565023,0.006521191
670,0.016139157,0.00643589
671,0.016325086,0.006542557
672,0.016133426,0.006494347
673,0.016117934,0.006473156
674,0.016075434,0.006419861
675,0.016144207,0.00646769
676,0.016255137,0.006520869
677,0.016332915,0.006465357
678,0.01570921,0.006457833
679,0.01590448,0.006473005
680,0.0156683,0.006484864
681,0.015854754,0.006477572
682,0.015951581,0.006456785
683,0.016026387,0.006496722
684,0.015612526,0.006461829
685,0.015451488,0.006426757
686,0.015427923,0.006429653
687,0.015457874,0.006414545
688,0.015648177,0.006456445
689,0.015570057,0.006432003
690,0.015285905,0.006417357
691,0.015292414,0.006449292
692,0.01516784,0.00637812
693,0.014957991,0.006397467
694,0.014867209,0.006430517
695,0.015069518,0.006387364
696,0.015011682,0.006418637
697,0.015081472,0.006422084
698,0.015115641,0.006422252
699,0.015134402,0.006427059
700,0.014733913,0.006386244
701,0.014630583,0.006400689
702,0.014171086,0.006380814
703,0.014738444,0.006400199
704,0.01448473,0.006468845
705,0.014558025,0.006405716
706,0.014516078,0.006418187
707,0.014159599,0.006448714
708,0.013901621,0.006345716
709,0.014191494,0.006468535
710,0.013985205,0.006462599
711,0.014004439,0.006422849
712,0.01369665,0.006373673
713,0.013629849,0.006392204
714,0.013632308,0.006408478
715,0.013665713,0.006379483
716,0.013734787,0.006408768
717,0.013397188,0.006378233
718,0.013473793,0.006483646
719,0.013217411,0.006406529
720,0.013271253,0.006446112
721,0.013279064,0.006372467
722,0.012949549,0.006406135
723,0.01298608,0.006398703
724,0.012899736,0.006380999
725,0.012752339,0.006373229
726,0.012838932,0.006416277
727,0.012493819,0.006418721
728,0.012389327,0.006405751
729,0.012458822,0.006388505
730,0.012081263,0.006398066
731,0.012463354,0.006399971
732,0.012142034,0.006420251
733,0.012049579,0.006406483
734,0.012061797,0.006478146
735,0.011799221,0.006445321
736,0.01186827,0.006471985
737,0.011810477,0.006416894
738,0.011948953,0.006462264
739,0.0116701,0.0064246
740,0.011732067,0.006454466
741,0.0116712,0.006422713
742,0.011533712,0.006495923
743,0.011476017,0.006439567
744,0.011501285,0.006448675
745,0.011509975,0.006509653
746,0.011452697,0.006433502
747,0.011241859,0.006472919
748,0.011386495,0.006465358
749,0.011342353,0.006463718
750,0.01112576,0.006453785
751,0.011480757,0.006478303
752,0.011171651,0.006420281
753,0.011237222,0.006524702
754,0.011062983,0.006532179
755,0.011213118,0.006462578
756,0.011077869,0.006541038
757,0.010958376,0.006481282
758,0.01105112,0.006552793
759,0.010893294,0.006502365
760,0.010962069,0.006530744
761,0.010949602,0.006577627
762,0.010909271,0.006557062
763,0.011018373,0.006549931
764,0.010863539,0.006513444
765,0.010967437,0.006573022
766,0.010935353,0.006593322
767,0.010950556,0.006527137
768,0.010967301,0.006571283
769,0.010870728,0.00659132
770,0.010918001,0.006582545
771,0.010883564,0.006572533
772,0.010866119,0.006575408
773,0.010867499,0.006642365
774,0.010650265,0.006584382
775,0.010724312,0.006573085
776,0.010782316,0.006613721
777,0.010737474,0.006600863
778,0.010775297,0.006544517
779,0.010745982,0.006600934
780,0.010741112,0.006618177
781,0.010662157,0.006584606
782,0.010660196,0.006570259
783,0.010635899,0.00663213
784,0.010606827,0.006561142
785,0.010678181,0.00665442
786,0.010676175,0.006602144
787,0.010626164,0.006608376
788,0.010691297,0.00663483
789,0.010765741,0.006609945
790,0.010608219,0.006639499
791,0.01066239,0.006569672
792,0.010673205,0.006616544
793,0.010649767,0.00658697
794,0.01069141,0.006593894
795,0.010704944,0.006631268
796,0.010616656,0.006588006
797,0.010739236,0.006611112
798,0.010661963,0.006610081
799,0.010701541,0.0066497
800,0.010678483,0.006624746
801,0.010742239,0.006557934
802,0.010755075,0.006649341
803,0.010731651,0.006574105
804,0.010715975,0.00665308
805,0.010794338,0.006591996
806,0.010683483,0.006595142
807,0.010633681,0.00660463
808,0.010735227,0.006598557
809,0.010723962,0.006589661
810,0.010638841,0.006555455
811,0.010674617,0.006588156
812,0.010718895,0.006612041
813,0.010672724,0.006593178
814,0.0106524,0.006614439
815,0.01061735,0.00650841
816,0.01067628,0.00663317
817,0.010750994,0.006602257
818,0.010745254,0.006582284
819,0.010759423,0.006585871
820,0.01069571,0.006642696
821,0.010798359,0.0066246
822,0.010741796,0.006591624
823,0.010808545,0.006593844
824,0.010812399,0.006604552
825,0.010839783,0.006575491
826,0.01087411,0.006617698
827,0.010802425,0.006605339
828,0.010884011,0.006588602
829,0.010856007,0.006571885
830,0.010858421,0.006594946
831,0.010963876,0.00655385
832,0.010927814,0.006576589
833,0.010938664,0.00658425
834,0.010984166,0.006560145
835,0.011025593,0.006615645
836,0.011038675,0.006545314
837,0.010990147,0.006586662
838,0.011136598,0.00658949
839,0.011026885,0.006579763
840,0.011128892,0.006585418
841,0.011151303,0.006586663
842,0.011177159,0.006608464
843,0.011165481,0.006593633
844,0.01122956,0.006593212
845,0.011219371,0.006579653
846,0.011366122,0.006577535
847,0.011296069,0.006575829
848,0.011360284,0.006593274
849,0.011346194,0.006559428
850,0.011335488,0.0065856
851,0.011387327,0.00657939
852,0.011457494,0.006612371
853,0.011614552,0.006611969
854,0.011447395,0.006558438
855,0.01160157,0.006557888
856,0.011509874,0.006600007
857,0.011620207,0.006600543
858,0.011738029,0.006554723
859,0.011752081,0.006592093
860,0.011741542,0.006557089
861,0.011786351,0.006587014
862,0.011798861,0.006606375
863,0.011808636,0.00654834
864,0.011829956,0.006594637
865,0.011897374,0.006556948
866,0.012039469,0.006545437
867,0.012045726,0.006584226
868,0.011969485,0.006556072
869,0.012079811,0.006575235
870,0.012100115,0.00655278
871,0.01213472,0.006566585
872,0.012025091,0.00652838
873,0.012258215,0.006592391
874,0.01215671,0.006573721
875,0.012218675,0.006597826
876,0.012409412,0.006603596
877,0.012406124,0.006554022
878,0.012203973,0.00655702
879,0.01235177,0.006577205
880,0.012475405,0.006594022
881,0.012523007,0.006604662
882,0.012538194,0.006622981
883,0.012460128,0.006691924
884,0.01263316,0.006614351
885,0.012511208,0.00665958
886,0.012577148,0.006622597
887,0.01259306,0.006614079
888,0.012636912,0.006636513
889,0.012613216,0.006671738
890,0.012743541,0.006651151
891,0.012807713,0.00665271
892,0.0127261,0.006663246
893,0.012742513,0.006639211
894,0.012804455,0.006638638
895,0.012882242,0.006708895
896,0.012842595,0.006660732
897,0.013034231,0.006664624
898,0.012978313,0.006677783
899,0.012833605,0.006685195
900,0.012855801,0.006730694
901,0.013008739,0.006688803
902,0.013112388,0.006675021
903,0.013170025,0.006714446
904,0.013111906,0.006714613
905,0.013187147,0.006696672
906,0.012978548,0.006674123
907,0.013157682,0.006725017
908,0.01333033,0.006667798
909,0.013167036,0.006629432
910,0.013383356,0.006777549
911,0.013368627,0.006763873
912,0.013404639,0.006718815
913,0.01352514,0.006791332
914,0.013582325,0.006771231
915,0.013488274,0.006734442
916,0.013421282,0.006723273
917,0.013714889,0.006795463
918,0.013691952,0.006764854
919,0.013608325,0.006811005
920,0.013589754,0.006765004
921,0.013858279,0.006877773
922,0.013748854,0.006774711
923,0.013889584,0.006775496
924,0.013792922,0.006784231
925,0.013893721,0.006795477
926,0.013861779,0.006870453
927,0.013780296,0.006824276
928,0.014157568,0.006857988
929,0.014023121,0.006856634
930,0.014159017,0.006879303
931,0.014114174,0.006853359
932,0.014003729,0.00681339
933,0.014369823,0.006934004
934,0.014407527,0.006817936
935,0.014395339,0.006888809
936,0.01436211,0.006833501
937,0.014394403,0.006874484
938,0.014361099,0.006858842
939,0.014791854,0.006930108
940,0.014593981,0.007006426
941,0.014920946,0.006901986
942,0.014664469,0.006939329
943,0.014843272,0.006924762
944,0.014843571,0.006983072
945,0.014776625,0.006911486
946,0.015057634,0.006973092
947,0.014753867,0.0069156
948,0.015015976,0.006969734
949,0.015259656,0.007034194
950,0.015139725,0.007036213
951,0.015313969,0.006959588
952,0.015324722,0.007028185
953,0.015262264,0.006964616
954,0.015243802,0.006998546
955,0.015324115,0.007015526
956,0.01560104,0.007033481
957,0.015423876,0.007008364
958,0.015544461,0.007014052
959,0.015493053,0.007026649
960,0.015655799,0.007086388
961,0.015629036,0.007023775
962,0.015850676,0.007067811
963,0.015720144,0.007069263
964,0.015868228,0.007062333
965,0.015991535,0.00708757
966,0.015914718,0.00711778
967,0.016250856,0.00711127
968,0.016125659,0.007057497
969,0.016261322,0.007057798
970,0.015858598,0.00710505
971,0.016304258,0.007062294
972,0.016465258,0.007032255
973,0.01643262,0.007119586
974,0.016298193,0.007058974
975,0.01626344,0.007118068
976,0.016645886,0.007034107
977,0.016744433,0.007119034
978,0.01645303,0.007088356
979,0.016589265,0.007045304
980,0.016601644,0.007101913
981,0.016728103,0.007138583
982,0.016807824,0.007095474
983,0.016690277,0.007095027
984,0.016841577,0.007125635
985,0.017067427,0.007115949
986,0.016852738,0.007154301
987,0.016985854,0.007105486
988,0.017096987,0.007141883
989,0.017162705,0.007132289
990,0.01714952,0.007104616
991,0.017226852,0.007131585
992,0.017309751,0.006995561
993,0.017235752,0.007116356
994,0.017361255,0.007107189
995,0.017267585,0.00706826
996,0.01745463,0.007053206
997,0.017394431,0.007047783
