Epoch,perm_data,perm_sim
364,0.38538086,0.3895615
365,0.38528702,0.38951218
366,0.38522187,0.38948256
367,0.3851396,0.38945425
368,0.38504818,0.3894011
369,0.38499,0.38938
370,0.3848919,0.38933608
371,0.3848287,0.3893023
372,0.38474882,0.38926798
373,0.38466582,0.38922313
374,0.38458094,0.38918057
375,0.3844974,0.3891423
376,0.38442048,0.38909858
377,0.38434124,0.38906413
378,0.38427848,0.38903573
379,0.3842019,0.3890026
380,0.3841212,0.38896814
381,0.3840447,0.3889164
382,0.38397264,0.38888046
383,0.38389072,0.38883126
384,0.38382524,0.38880062
385,0.38375744,0.38878292
386,0.38368845,0.38873497
387,0.38359192,0.38868776
388,0.38353682,0.3886546
389,0.38343552,0.388601
390,0.38336468,0.38856283
391,0.3833137,0.3885403
392,0.38324344,0.38849044
393,0.38317826,0.3884616
394,0.38308683,0.38839543
395,0.38303125,0.38836217
396,0.3829491,0.38831455
397,0.38289812,0.38829
398,0.38281655,0.38822922
399,0.38275474,0.38818365
400,0.38270384,0.38816914
401,0.38263786,0.38811168
402,0.3825727,0.38806656
403,0.3825051,0.38803172
404,0.38245374,0.38798267
405,0.3823772,0.38793814
406,0.38233075,0.3878912
407,0.3822505,0.38784957
408,0.38219324,0.38780576
409,0.38214093,0.38775793
410,0.38206843,0.3877155
411,0.382003,0.38766047
412,0.38197306,0.3876309
413,0.3819054,0.38757205
414,0.38185367,0.38753632
415,0.38178858,0.38748464
416,0.38173443,0.38743904
417,0.38168937,0.38738358
418,0.38163012,0.38734734
419,0.38156104,0.38728926
420,0.38150322,0.38723403
421,0.38146403,0.38718984
422,0.38141242,0.3871643
423,0.38134587,0.3870949
424,0.38130763,0.38704494
425,0.38125262,0.38699314
426,0.3812101,0.38694516
427,0.38113979,0.38687906
428,0.38111746,0.38684332
429,0.38104683,0.38678864
430,0.38099417,0.38673612
431,0.3809474,0.38667893
432,0.38090485,0.38662282
433,0.38085693,0.3865756
434,0.38079873,0.38650653
435,0.38076502,0.3864619
436,0.38071632,0.38640425
437,0.38066214,0.38634187
438,0.38061658,0.38628724
439,0.38056102,0.38622352
440,0.3805097,0.38616258
441,0.38046935,0.3861099
442,0.38043398,0.38605285
443,0.38038152,0.38599595
444,0.3803381,0.3859338
445,0.38030335,0.38587782
446,0.38024595,0.3858048
447,0.38019386,0.3857559
448,0.38015854,0.3856952
449,0.38012138,0.38563615
450,0.38007244,0.38557437
451,0.38004318,0.38551614
452,0.37997508,0.38543817
453,0.37994644,0.38536665
454,0.37990826,0.38531744
455,0.3798727,0.3852585
456,0.37980896,0.38517806
457,0.37978283,0.38513032
458,0.37971756,0.38505182
459,0.37969038,0.38499126
460,0.37965578,0.38494173
461,0.37965003,0.38488668
462,0.3795521,0.38478953
463,0.37952414,0.38472822
464,0.37947568,0.38465673
465,0.37943327,0.3845954
466,0.37940794,0.38453254
467,0.3793486,0.38446063
468,0.37933126,0.38441804
469,0.37927854,0.38433716
470,0.379246,0.38426083
471,0.37920168,0.384193
472,0.3791636,0.38413957
473,0.37911275,0.3840514
474,0.37908113,0.38399994
475,0.3790505,0.38392678
476,0.3790095,0.38387662
477,0.37896055,0.38380295
478,0.37891176,0.3837136
479,0.3789117,0.38367578
480,0.3788409,0.3835803
481,0.3788181,0.3835323
482,0.3787647,0.38345072
483,0.37872294,0.3833939
484,0.37867934,0.383332
485,0.37866643,0.38328403
486,0.37860903,0.3832024
487,0.3785741,0.38313088
488,0.3785558,0.38309315
489,0.3784949,0.38298908
490,0.378447,0.38292983
491,0.37842527,0.38288152
492,0.3783974,0.3828384
493,0.3783482,0.3827519
494,0.3783022,0.38267243
495,0.3782633,0.3826289
496,0.37822703,0.38256067
497,0.37818918,0.38249168
498,0.3781512,0.38243714
499,0.37812537,0.38240165
500,0.3780769,0.38231963
501,0.3780434,0.38225096
502,0.3779998,0.38220668
503,0.3779692,0.38213608
504,0.37793472,0.3820891
505,0.3778959,0.3820304
506,0.37784865,0.38195693
507,0.37783548,0.38192138
508,0.37777963,0.38186002
509,0.37775755,0.38180614
510,0.37773383,0.38176796
511,0.37766704,0.38167155
512,0.37763482,0.3816249
513,0.37761092,0.3815801
514,0.37756625,0.38152766
515,0.3775069,0.38146287
516,0.37750027,0.38143143
517,0.3774571,0.38136634
518,0.37740704,0.38130462
519,0.37737888,0.38124794
520,0.3773535,0.38121718
521,0.37730962,0.38116682
522,0.3772706,0.38111323
523,0.37721848,0.38105366
524,0.37718672,0.38100845
525,0.37715375,0.38096145
526,0.37711218,0.38091666
527,0.37708864,0.3808805
528,0.37705284,0.380837
529,0.37700367,0.38076884
530,0.3769691,0.38072982
531,0.37693787,0.38068438
532,0.3768993,0.38064793
533,0.37684393,0.38058373
534,0.37681675,0.3805489
535,0.37678248,0.38050276
536,0.37673157,0.38045532
537,0.37670627,0.38040888
538,0.37668428,0.38039207
539,0.37663507,0.38033196
540,0.3765953,0.38028848
541,0.37657058,0.38024455
542,0.37653413,0.3802056
543,0.37649226,0.380154
544,0.37645218,0.38010985
545,0.37641403,0.38007647
546,0.3763724,0.3800302
547,0.37633696,0.37998012
548,0.37629527,0.37993804
549,0.37625772,0.37989995
550,0.37622225,0.37984827
551,0.37620267,0.379815
552,0.37616748,0.37978393
553,0.37611574,0.37973404
554,0.37606978,0.37968338
555,0.3760416,0.37964964
556,0.37599772,0.37960783
557,0.3759579,0.3795622
558,0.37592998,0.37951744
559,0.37589616,0.37949648
560,0.3758404,0.37942612
561,0.37582165,0.37941983
562,0.3757689,0.37935197
563,0.37572724,0.3793224
564,0.37566912,0.37926844
565,0.37564793,0.37924132
566,0.37560433,0.3792096
567,0.3755759,0.3791714
568,0.37552667,0.3791377
569,0.37547326,0.3790752
570,0.37544096,0.37904164
571,0.3754033,0.3790175
572,0.37537795,0.37899426
573,0.37531966,0.37893152
574,0.37527806,0.3789025
575,0.37524274,0.3788835
576,0.3751789,0.37881562
577,0.37515464,0.37879148
578,0.37511867,0.37875655
579,0.37506843,0.37871107
580,0.37502137,0.37867722
581,0.3749803,0.3786454
582,0.37493202,0.37860334
583,0.37488052,0.37856537
584,0.37484154,0.37853923
585,0.37480274,0.37850225
586,0.37475464,0.37845826
587,0.3747086,0.37843058
588,0.37465635,0.3783793
589,0.37462324,0.37836346
590,0.37457266,0.3783275
591,0.3745168,0.37827715
592,0.37447554,0.3782502
593,0.37441808,0.37819982
594,0.3743903,0.37817448
595,0.37434015,0.37813914
596,0.37429863,0.37811816
597,0.3742456,0.37807968
598,0.37419453,0.37802523
599,0.37413427,0.37799883
600,0.37412456,0.37797552
601,0.3740499,0.37794203
602,0.37397406,0.3778759
603,0.3739304,0.37784722
604,0.37391448,0.37784237
605,0.373851,0.3777912
606,0.37378696,0.37775227
607,0.3737449,0.3777188
608,0.37367943,0.37768528
609,0.37364018,0.3776552
610,0.3735847,0.37762612
611,0.37354276,0.37758407
612,0.37348902,0.3775422
613,0.3734392,0.3775137
614,0.37339535,0.37747765
615,0.37333018,0.37744844
616,0.37326556,0.3773954
617,0.37319818,0.37735122
618,0.37317157,0.37734836
619,0.37311953,0.3773056
620,0.37306553,0.37728235
621,0.37303078,0.3772603
622,0.37294757,0.37720817
623,0.37290424,0.37718293
624,0.37282878,0.37711793
625,0.37281665,0.37711036
626,0.37271944,0.3770524
627,0.3726649,0.3770151
628,0.37261763,0.3769992
629,0.3725512,0.37694806
630,0.37249017,0.37691116
631,0.3724408,0.37688842
632,0.37237167,0.37683883
633,0.37233213,0.3768183
634,0.372263,0.37677488
635,0.37221974,0.37675717
636,0.37214264,0.37670898
637,0.37208098,0.37666905
638,0.37201914,0.37663758
639,0.37197548,0.37659854
640,0.37190774,0.37657952
641,0.37185726,0.37654078
642,0.37178883,0.37649757
643,0.37171897,0.37644857
644,0.3716657,0.37643045
645,0.3716037,0.37638974
646,0.37152722,0.37633607
647,0.37147808,0.3763167
648,0.371405,0.37627035
649,0.37136817,0.37624642
650,0.37128654,0.3762
651,0.37122256,0.37617165
652,0.37116888,0.37613726
653,0.3711079,0.3761032
654,0.37103495,0.37605506
655,0.37099546,0.3760282
656,0.37090304,0.37598225
657,0.37084308,0.3759543
658,0.37080967,0.37592033
659,0.37073007,0.37587368
660,0.37067902,0.37584788
661,0.3706,0.37580532
662,0.37055477,0.37577042
663,0.37047747,0.3757284
664,0.3703972,0.37566775
665,0.37034902,0.37565556
666,0.370281,0.37560624
667,0.37023473,0.37558565
668,0.3701533,0.3755459
669,0.37010324,0.37551802
670,0.37001327,0.37544584
671,0.36996645,0.3754293
672,0.36988986,0.37539122
673,0.36984524,0.37534726
674,0.3697666,0.37530562
675,0.3697144,0.37525597
676,0.36963946,0.37520832
677,0.3696039,0.37520212
678,0.36952764,0.3751458
679,0.36946014,0.37510535
680,0.3694243,0.37509054
681,0.36931762,0.37500083
682,0.3692473,0.37497032
683,0.36919847,0.37492743
684,0.36915916,0.37490374
685,0.36908472,0.37485626
686,0.36903402,0.3748119
687,0.36894125,0.3747568
688,0.36888805,0.37472236
689,0.36881238,0.37467098
690,0.36875057,0.374625
691,0.3686963,0.37458912
692,0.36861354,0.37453038
693,0.36857334,0.37450373
694,0.3685082,0.37446377
695,0.36843303,0.37440267
696,0.36838847,0.37435895
697,0.36830676,0.37431276
698,0.368245,0.3742602
699,0.3681899,0.37422332
700,0.3681402,0.37416777
701,0.36808982,0.3741498
702,0.36799237,0.3740686
703,0.36793822,0.37404934
704,0.36788085,0.37398508
705,0.36782005,0.37394357
706,0.36775205,0.37388188
707,0.3676822,0.37384084
708,0.36764264,0.37380522
709,0.3675802,0.3737542
710,0.36751997,0.37371802
711,0.36743772,0.37365174
712,0.36738274,0.37360758
713,0.36729863,0.37354052
714,0.36726305,0.37350217
715,0.36720833,0.37347487
716,0.36712897,0.3734013
717,0.3670786,0.3733464
718,0.36700127,0.3732959
719,0.36694935,0.37324345
720,0.3668612,0.37319046
721,0.3668143,0.37314832
722,0.36676535,0.37309435
723,0.3666954,0.37304083
724,0.36662883,0.37297878
725,0.36656755,0.37293372
726,0.36650622,0.37289548
727,0.36645907,0.37283748
728,0.3663786,0.3727788
729,0.3663186,0.372741
730,0.36626628,0.37268552
731,0.36620063,0.372623
732,0.36614048,0.37256986
733,0.3660847,0.37252998
734,0.3660386,0.3724817
735,0.36595714,0.37240314
736,0.3658922,0.3723385
737,0.3658151,0.37228417
738,0.36577538,0.37223423
739,0.36572373,0.37219143
740,0.36564755,0.3721249
741,0.36556956,0.37205964
742,0.36552525,0.37201583
743,0.3654621,0.3719573
744,0.3654005,0.3718908
745,0.36534405,0.371827
746,0.36526483,0.37176788
747,0.36521935,0.3717176
748,0.36515316,0.37165713
749,0.365098,0.3716287
750,0.36502904,0.37153554
751,0.36496985,0.37149295
752,0.36491033,0.37141076
753,0.36484575,0.37135434
754,0.36479947,0.37129384
755,0.36474094,0.37124535
756,0.36464715,0.37116855
757,0.36460033,0.37112406
758,0.36453372,0.37106195
759,0.36446655,0.3709889
760,0.36439937,0.3709346
761,0.3643634,0.37087998
762,0.36429104,0.37082297
763,0.3642377,0.3707732
764,0.3641652,0.37070388
765,0.3640853,0.37062663
766,0.36404598,0.37058324
767,0.3639702,0.3705339
768,0.36391845,0.37046596
769,0.36384293,0.37039658
770,0.36377022,0.37034506
771,0.36374164,0.3702987
772,0.3636624,0.37022603
773,0.36361197,0.37016615
774,0.36354002,0.3701141
775,0.36348107,0.3700603
776,0.36341548,0.3699943
777,0.36335346,0.3699449
778,0.36326638,0.3698642
779,0.36322448,0.36982775
780,0.3631491,0.36976165
781,0.36308423,0.36968303
782,0.36304992,0.36964944
783,0.3629674,0.3695841
784,0.36293024,0.36955208
785,0.36283842,0.36947477
786,0.36279637,0.36942694
787,0.36272982,0.36935037
788,0.3626595,0.3692973
789,0.36262137,0.36926663
790,0.3625318,0.36917785
791,0.36250055,0.36915603
792,0.36240828,0.36907682
793,0.36235717,0.36902916
794,0.36228973,0.36895293
795,0.36226523,0.3689602
796,0.3621895,0.36888146
797,0.36209938,0.36880708
798,0.36206648,0.36877328
799,0.3619722,0.36869454
800,0.3619418,0.3686613
801,0.36188126,0.36861584
802,0.36179715,0.36853957
803,0.36176828,0.36850822
804,0.36171696,0.36846918
805,0.3616547,0.36841428
806,0.36156142,0.36833632
807,0.36153445,0.36829627
808,0.3614573,0.3682365
809,0.36140904,0.36820945
810,0.3613264,0.36814553
811,0.3612905,0.368093
812,0.36123082,0.36804214
813,0.36116013,0.36798504
814,0.3611021,0.36794302
815,0.36104628,0.36788458
816,0.3609873,0.3678346
817,0.36091518,0.3677811
818,0.3608654,0.3677207
819,0.36082128,0.36769068
820,0.36076576,0.3676359
821,0.36074084,0.3676062
822,0.36065286,0.36754835
823,0.3605714,0.36748293
824,0.36054257,0.36745325
825,0.3604809,0.3673938
826,0.3604538,0.36736718
827,0.36036208,0.36731088
828,0.3603427,0.36727408
829,0.36024457,0.36720628
830,0.3602086,0.3671657
831,0.36016935,0.3671328
832,0.3600995,0.36706677
833,0.3600818,0.3670676
834,0.35999176,0.36698097
835,0.3599188,0.36692375
836,0.35989225,0.36688495
837,0.35981372,0.3668175
838,0.35978004,0.36679497
839,0.3597112,0.36672974
840,0.35965666,0.36668497
841,0.35963544,0.3666358
842,0.3595943,0.3666312
843,0.35950038,0.3665558
844,0.35949737,0.36655083
845,0.3593946,0.3664437
846,0.35935497,0.36641175
847,0.35931614,0.36638975
848,0.35925952,0.36633676
849,0.3592249,0.3662875
850,0.35916084,0.3662397
851,0.35911444,0.3661901
852,0.35906312,0.3661437
853,0.35900053,0.36608464
854,0.3589504,0.36603746
855,0.3589138,0.3659993
856,0.35888833,0.3659979
857,0.35883135,0.36593
858,0.35876143,0.36586413
859,0.3587444,0.3658154
860,0.35868067,0.36578485
861,0.35860905,0.3657106
862,0.35859865,0.36569178
863,0.35853758,0.36563492
864,0.35848674,0.36560532
865,0.3584493,0.36555937
866,0.35838252,0.36549693
867,0.358359,0.36545208
868,0.35832202,0.36543036
869,0.3582693,0.36537635
870,0.3582318,0.36534005
871,0.35816202,0.3652808
872,0.35814583,0.36523536
873,0.358091,0.3651913
874,0.3580331,0.36513826
875,0.35801342,0.36511403
876,0.35794833,0.3650429
877,0.35793212,0.36500236
878,0.357885,0.36497584
879,0.35784346,0.36493087
880,0.35778704,0.364867
881,0.35774347,0.36480895
882,0.35769066,0.36478013
883,0.35767728,0.36475584
884,0.35762578,0.36468032
885,0.35757437,0.36465123
886,0.35751462,0.36457258
887,0.35749543,0.3645598
888,0.35746008,0.36450988
889,0.35741007,0.3644479
890,0.35740414,0.36442187
891,0.35733134,0.36437404
892,0.3572963,0.36433375
893,0.35723937,0.36425722
894,0.35723105,0.36423826
895,0.3571761,0.3641922
896,0.35714146,0.36414772
897,0.35712385,0.36411706
898,0.35707933,0.3640585
899,0.35704252,0.36399528
900,0.35698,0.36395305
901,0.35695666,0.3638934
902,0.3569104,0.36385104
903,0.35687828,0.36381364
904,0.35681167,0.36373544
905,0.356836,0.36375523
906,0.3567683,0.3636662
907,0.35671923,0.36361542
908,0.35671738,0.36358485
909,0.35666627,0.36353955
910,0.35665423,0.3634995
911,0.3565906,0.36344814
912,0.356575,0.36340007
913,0.35652453,0.36333585
914,0.35650015,0.36330435
915,0.35644984,0.36325884
916,0.35643104,0.3632094
917,0.35639784,0.36315364
918,0.35635644,0.3631152
919,0.3563444,0.36305785
920,0.35627717,0.3629988
921,0.35626096,0.36295798
922,0.35622174,0.3629096
923,0.35618618,0.36286855
924,0.3561741,0.36282852
925,0.3561094,0.36275595
926,0.35610846,0.3627425
927,0.3560535,0.36267093
928,0.3560431,0.36262757
929,0.35599634,0.36258835
930,0.35597345,0.3625386
931,0.35597333,0.36250412
932,0.35589892,0.3624046
933,0.35585847,0.36238807
934,0.3558746,0.3623523
935,0.35582903,0.36228386
936,0.3558018,0.36225376
937,0.3557863,0.36219817
938,0.35572448,0.36213857
939,0.35571665,0.3620915
940,0.35566294,0.3620548
941,0.35566166,0.36198565
942,0.35561854,0.36194125
943,0.35561687,0.36191055
944,0.35556683,0.36184588
945,0.35551202,0.36177266
946,0.35550377,0.36172968
947,0.35546938,0.3616826
948,0.35544392,0.36164528
949,0.35540873,0.361596
950,0.355381,0.36156103
951,0.3553728,0.36149648
952,0.3553492,0.36144868
953,0.35530925,0.36138043
954,0.35528484,0.36132845
955,0.3552427,0.36128843
956,0.35522842,0.36123177
957,0.35519823,0.3611902
958,0.3551973,0.36115268
959,0.35515013,0.36107925
960,0.35512173,0.36105156
961,0.35509375,0.3609727
962,0.35505265,0.3609186
963,0.3550262,0.36087227
964,0.354982,0.36080232
965,0.35498622,0.36078218
966,0.35496816,0.36074826
967,0.35492408,0.3606684
968,0.35491285,0.36065817
969,0.35488555,0.36057147
970,0.35488102,0.36054525
971,0.35481942,0.36046234
972,0.35482132,0.3604398
973,0.3547696,0.36037293
974,0.35478076,0.3603419
975,0.35472578,0.36029017
976,0.35470837,0.36022255
977,0.3546818,0.36017734
978,0.35467267,0.36012933
979,0.3546164,0.36006108
980,0.35464072,0.36005983
981,0.3545882,0.35998303
982,0.35457975,0.35996404
983,0.35451895,0.35987413
984,0.35454175,0.3598518
985,0.3544945,0.35980746
986,0.35444835,0.35972938
987,0.35442534,0.35967878
988,0.35442993,0.3596518
989,0.35437694,0.35957143
990,0.35435885,0.3595388
991,0.35436028,0.35950333
992,0.3543348,0.35947415
993,0.3543017,0.35940808
994,0.35430256,0.35938525
995,0.3542651,0.35929903
996,0.35423726,0.35927123
997,0.35420135,0.3591955
998,0.3542027,0.3591812
999,0.3541645,0.35912153
1000,0.35416767,0.3590743
1001,0.354137,0.35903746
